"ID","Started on","Last updated on","Status","Collector","Language","IP address","Device","{_bhlid}","{trk}","Do you work in a safety-critical industry? (Automotive, aerospace, medical, robotics, etc)","What industry do you work in?","Automotive","Aerospace","Medical","Industrial","Robotics","Defense","Nuclear","Rail","Other","What is the size of the company that you work for?","Approximately how many people actively write Rust at your company?","What is your primary role or responsibility related to software development or safety within your organization?","Software Engineer","Safety Engineer","Quality Assurance Engineer","Cybersecurity Engineer","DevOps/Tooling Engineer","Project Manager","R&D Engineer","Engineering Management","Startup Owner/Founder","C-suite (CEO, CTO, etc)","Other","Can you elaborate on your role?","What language(s) do you use in your safety critical role?","Rust","C","C++","Ada/Spark","Python","Other","Do you currently use Rust?","Yes, in my safety critical role","Yes, in non-safety critical production","Yes, as a hobby/in my free time","No","Would you be interested in using Rust in your safety-critical role?","What were your/your company's primary reasons to switch to Rust?","Memory safety","Speed/performance","Tooling (cargo, crates.io, clippy, etc)","Language features (type system, matching, zero cost abstractions, etc)","Specific library/crate/framework","Hiring advantages (interest in Rust/quality of Rust engineers)","Regulatory requirement","Cybersecurity advantages","Other","What are some of the advantages to Rust in your role?","What are the primary blockers or disadvantages to using Rust in your safety critical role?","Lack of tooling","Standards","Hiring engineers","Hardware support","Ecosystem (libraries, drivers, etc)","Lack of qualified tooling","Regulatory hurdles","Legacy codebase","Training","Other","How do you or would you be interested in using Rust in your safety-critical role?","Starting a new project in Rust","Rewriting an existing project in Rust","Integrating Rust with an existing codebase","Integrating Rust components into an existing system","Using C/C++ Interoperability Layer","Other","What are the primary disadvantages to using Rust in your safety-critical role?","Doesn't offer any/enough advantage over existing languages","Too difficult to learn","Doesn't support my hardware target(s)","Not certifiable","Not enough hirable Rust engineers","Doesn't integrate with existing codebase","Doesn't integrate with existing process/tooling/build system","Software supply chain concern (open-source)","Don't know enough about it","Other","Can you elaborate on the downsides to Rust for your role?","What types of safety critical code tools does your work require?","Certified compiler","Formal verification","Code coverage analysis","Code-requirements traceability","Static analysis","Source code metrics (cyclomatic complexity, lines of code, etc)","Linting tools (naming contenvtions, style guides, etc)","Automated testing (fuzz, prop-based, etc)","Post compilation analysis (worst case execution time, stack size, etc)","Other","Are there ""best-in-class"" libraries or solutions in another language which have features lacking within the Rust ecosystem for your use cases?","Are there any libraries that are not written in Rust that you would like to use in the Rust ecosystem?","Are there any crates in the Rust ecosystem that you would use in safety-critical software if it were certified?","What standard(s) do you work with in your safety critical work?","ISO-26262","DO-178","IEC-61508","IEC-62304","Other","What levels of ISO-26262 do you work with?","QM","ASIL-A","ASIL-B","ASIL-C","ASIL-D","What levels of IEC-61508 do you work with?","SIL-1","SIL-2","SIL-3","SIL-4","What levels of DO-178 do you work with?","DAL A","DAL B","DAL C","DAL D","DAL E","What levels of IEC-62304 do you work with?","Class A","Class B","Class C","What coding guidelines do you work with in your safety critical work?","MISRA (C)","AEC","AUTOSAR (C++)","JSF AV (C++)","CERT (C, C++, Java)","HIC++","CWE","Other","To what environments do you deploy your safety critical code?","Cloud","WebAssembly","Native applications","Embedded Linux","Embedded with a hypervisor (RTOS, event-driven architecture, etc)","Bare metal embedded","Other","What chip architectures do you work with?","ARM Cortex (R or M)","ARM Cortex (A)","Infineon Tricore","x86-x64","PowerPC","Renesas","RISC-V","Other","What kind of support or resources from the Rust community or the Safety-Critical Rust Consortium would be most helpful in enabling Rust adoption in your industry?","What steps would your organization need to take to seriously consider or adopt Rust for safety-critical projects?"
"116367482","04/24/2025 9:36:08 pm","04/25/2025 1:55:14 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116364450","04/24/2025 6:24:35 pm","04/24/2025 6:27:07 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","","","x","x","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","x","x","","","","","","","x","","Yes, I already am","","x","","x","x","","","","","","","","","x","","","","","x","x","","","","x","x","","","","","","","","","","","","","","","","","","x","x","","","x","","","x","x","","","","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116266244","04/24/2025 1:16:44 pm","04/24/2025 1:19:35 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","x","","","","","","10 - 49","< 10","","x","","","","","","","","","","","","","x","","","","","","","x","x","x","","Yes, I already am","","x","","x","x","","","","","","","","","","","x","x","x","x","","","","","x","","","","","","","","","","","","","","","","","","","","","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","","","x","x","","","","","","","",""
"116257116","04/24/2025 10:52:57 am","04/24/2025 10:56:56 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","> 10,000","< 10","","x","","","","","","","","","","","Embedded software engineer","","","x","x","","","Mathworks Tools (especially related to MBD) :(","","","","","x","Yes, but not I'm not yet using it","","","","","","","","","","No one care about it at the moment :(","","","","","","","","","","x","","","","x","","","x","x","","","","","","","","","","","","","","","","x","x","x","x","","","","x","","","","","","","x","","","","","","","","","","","","","","","","","","x","x","","","","","","","x","","","","","","","","","","","","x","x","x","","","x","x","","","","","","","",""
"116206805","04/24/2025 8:48:30 am","04/24/2025 8:54:12 am","Completed","Public Collector","-","-","Desktop","","","No","","","","","","","","","","Security","10 - 49","< 10","","","","","","","","x","x","","","","","","x","","","","","","","x","","","","Yes, I already am","","x","x","","x","","","","x","","","","","","x","","x","","","","","","","x","","","x","x","","","","","","","","","","","","","","","","x","x","","x","x","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","x","","","","","","","","","x","","","","","",""
"116161896","04/24/2025 5:22:02 am","05/05/2025 5:52:42 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","","","","x","","","","250 - 1000","50 - 200","","x","","","","","","","","","","","TeamLead of a Software Team and representative of Helsing at the Safety Critical Consortium","","x","","","","","","","x","","","","Yes, I already am","","x","x","","x","","","","","","More reliability and trust in the code, easy cross compilation, etc..","","x","x","x","","","","","","x","","","","x","x","x","","","","","","","","","","","","","","","","x","","x","x","x","","","","x","","SystemWeaver with language integration or similar, easy to use/customizable static linters","","Maybe ndarray","","","x","","","","","","","","","","","","","","","","","","x","x","","","","","","","x","","","","","","","","","","","","x","x","","","","x","","x","","x","","","","A set of coding guidelines (as currently in progress), tools for requirement tracing, guidelines for easy creation of custom static lints","we are already in the process"
"116161228","04/24/2025 5:08:30 am","04/24/2025 5:09:07 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","","","","","x","","","","250 - 1000","> 200
","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116148373","04/23/2025 10:40:28 pm","04/23/2025 10:46:10 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","x","","","","","","","","< 10","< 10","","x","","","","","","","","x","","","","","x","","","","","","","x","","","","Yes, I already am","","x","x","x","x","","x","","","","","","","x","","","","x","","","","","","x","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","This is less of a library and more of a feature. But refinement types are super useful in safety critical software. Rust is also close to having good unit support, but const generic expression aren’t stable yet","NASA cFS and Fprime could use better rust support","Nalgebra","","","x","","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","x","","","","","","","","","","","","x","x","x","","","x","x","","","","","","","Having a DO-178C certified compiler would go a long way",""
"116148125","04/23/2025 10:24:48 pm","04/23/2025 10:28:29 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","250 - 1000","10 - 19","","x","","","","","","","","","","","","","","x","","","","","","","","","x","No, I'm not interested in using Rust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","","","x","Rust looks boring","","","x","","x","x","x","x","x","x","x","","","","","","x","","","","","","x","","","x","x","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","x","x","","","x","x","x","","","","","","",""
"116147643","04/23/2025 9:56:44 pm","04/23/2025 9:58:51 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","x","","","","x","","","","10 - 49","< 10","","x","","x","","","","","","","","","Aerospace Engineer at a company that develops software for spacecraft.","","","x","x","","x","","","","","","x","Not Sure Yet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116147437","04/23/2025 9:45:16 pm","04/23/2025 9:50:36 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","250 - 1000","< 10","","x","","","","","","","","","","","","","","","x","","","","","","","x","","Yes, but not I'm not yet using it","","","","x","x","x","","","","","","","","x","","","x","x","","x","","","","","","x","x","","","","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","","","x","","","","","","x","","","","x","","","","","","","","","","","","","","","","","x","","","","","","","MISRA(C++)","","","","","x","","","","","x","x","","","","","","","Evangelizing certified toolchains and getting an ASIL subset of the standard library.

Possibly some coding guidelines too","The org would likely want some safety related coding guidelines and style guide to use"
"116145360","04/23/2025 7:46:23 pm","04/23/2025 7:49:18 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","","","","","","","","N/A - not exactly safety-critical for my current project; using Go","","","","","x","Yes, but not I'm not yet using it","","x","","","","","","","","","","","","","","","","","","","","Lack of projects that require Rust usage","","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A right now","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116144241","04/23/2025 6:38:52 pm","04/23/2025 6:41:16 pm","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","","","","","x","","x","","","","","x","","Yes, I already am","","x","x","x","x","","x","","x","","","","x","x","","","x","x","","","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116140620","04/23/2025 4:19:00 pm","04/23/2025 4:19:58 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116139852","04/23/2025 3:57:30 pm","04/23/2025 4:00:44 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","No","","","","","","","","","","n/a","< 10","< 10","","x","","","","","","","","","","","","","","","x","","","","","","","","x","Yes, but not I'm not yet using it","","","","x","","","","","","","","","","","x","","","","","","","","","","","x","","","","","","","","","","","","","","","","","","","x","","x","x","","","","","","","","","","","","","n/a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","n/a","","","x","x","","","","","","","","","x","","","","","",""
"116139473","04/23/2025 3:47:07 pm","04/23/2025 3:56:13 pm","Completed","Public Collector","-","-","Mobile","","","Yes","","","","","","","","","","Maritime","< 10","< 10","","","","","","","","","","x","x","","","","x","","x","","x","","","x","x","x","","Yes, I already am","","x","x","x","x","x","","","x","","","","","","","","x","","","","","","","x","","x","x","x","","","","","","","","","","","","","","","","","x","","x","","x","x","x","","","Point Cloud Library (PCL)","","","x","","","","MSC.1/Circ.1512","","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","x","x","","x","","","","","","x","","","","","","Improve bridge between Rust and ROS2"
"116138674","04/23/2025 3:27:21 pm","04/23/2025 3:30:30 pm","Started, but not completed yet","Public Collector","-","-","Mobile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116136427","04/23/2025 2:33:51 pm","04/23/2025 2:39:18 pm","Completed","Public Collector","-","-","Desktop","","","Yes","","x","x","","x","x","x","","","","1000 - 10,000","< 10","","","x","","x","","","","","","","","","","x","x","","","","","","x","","x","","Yes, I already am","","x","","","x","","","x","x","","","","","","","","x","","","","","Corporate IT cybersecurity policies blocking access to crates.io","","x","","x","x","","","","","","","","","","","","","","","","x","","x","x","x","","","x","x","","","","","","x","","x","","US DoD internal standards","","x","","x","","x","","x","","x","","","","","","","","","","","","","x","","","","","","","","","","","","x","x","x","","","x","x","","x","","","x","","",""
"116125745","04/23/2025 10:27:09 am","04/23/2025 10:47:44 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","< 10","< 10","","x","x","","","","","x","x","x","x","","","","x","x","x","","","","","x","x","x","","Yes, I already am","","x","x","x","x","","x","","x","","""Undefined behaviour"" is treated as a bug, not a feature.

Nice tradeoff between usability and various notions of safety.","","","","","","","","x","","","","","x","","x","","x","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","","Tooling for post-compilation analysis are still lacking. For example, ""-Z emit-stack-sizes"" is nightly only, and there are no plans to stabilize (https://github.com/rust-lang/rust/issues/54192)

This is a very basic analysis tool that's missing, for example.","Probably, but nothing (yet) comes to mind :)","Many. But most ""certified"" anythings are automotive and industrial, not aerospace. That's what we're trying to fix. :)","","","x","","","","","","","","","","","","","","","","x","x","x","","","","","","","","x","","","","","","","","","","","","","","x","","","x","","","","","","x","","The Rust community has been fantastic!","The Safety Critical Working Group is precisely the correct thing. :)"
"116120477","04/23/2025 8:58:28 am","04/23/2025 9:13:31 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","","x","","","","","","> 10,000","< 10","","x","x","","","","","","","","","","","","","x","x","","","","","","","","x","Yes, but not I'm not yet using it","","x","x","","","","","","x","","","","","","x","","x","x","","x","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","","","","","","","","","","x","","ISO-13849","","","","","","","","","","x","","","","","","","","","","","","","x","","x","","","","","","","","","","","x","x","","","x","","","","","","","","",""
"116117011","04/23/2025 8:06:00 am","04/23/2025 8:23:48 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","x","","","","","","","> 10,000","50 - 200","","","","","","","","","x","","","","Manage team of software engineers working on medical devices.","","","","","","","C#","","","","x","","Yes, but not I'm not yet using it","","x","","","","","","x","x","Technology stack standardization","","","","x","","","x","","","","","","","","x","x","x","x","","","","","","","","","","","","","","","x","x","x","x","x","","x","x","x","","GUI, better IDE support, a .Net style framework for enterprise applications","An enterprise-ready framework like .Net or Spring Boot to decrease the learning curve and development time","I would use crates that are well maintained and has an acceptable license.","","","","","x","FDA Guidance on Cybersecurity, CISA 2026 Memory Safety guideline, CRA 2026","","","","","","","","","","","","","","","","","","","x","x","x","","x","","","","","","","Other","","x","","","x","x","","","","","x","","x","","","","","Guidelines, examples, business/management-level training about why memory-safety is important","Regulatory announcement that forces our hand. Otherwise it is is both up like my department with tech stack standardization."
"116114771","04/23/2025 7:26:51 am","04/23/2025 7:28:18 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","> 10,000","< 10","","x","","","","","","","x","","","","I'm the head of engineering capability for Software.","","","","x","x","","","","","","","x","Yes, but not I'm not yet using it","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116113342","04/23/2025 7:00:52 am","04/23/2025 7:03:53 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","","x","","","","","","","50 - 249","< 10","","x","","","","","","","","","","","","","","","","","","Java, typescript","","","","x","","Yes, but not I'm not yet using it","","","x","x","x","","","","","","","","","","","","","","","x","x","","","x","x","","x","","","","","","","","","","","","","","","","","","","","","","","","","Accept from functional analysts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","x","","","","","",""
"116113332","04/23/2025 7:00:40 am","04/23/2025 7:05:42 am","Completed","Public Collector","-","-","Tablet","","","Yes","","","","","x","","","","","","1000 - 10,000","< 10","","x","","","x","","x","","","","","","","","","","x","","x","","","","","x","","Yes, I already am","","x","x","","","","","","x","","","","","","x","","","","","","x","","","x","","x","","","","","","","","","","","","","","","","","x","x","","","","","","","","","","","","","","","x","","","","","","","","","","x","x","x","x","","","","","","","","","","","","","","","x","","","","","","","x","","x","","","","","","","","x","x","","","","",""
"116112437","04/23/2025 6:44:23 am","04/23/2025 6:48:43 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","> 10,000","< 10","","","","","","","","","x","","","","","","","x","","x","","","","","","","x","Yes, but not I'm not yet using it","","x","x","","","","x","","","","","","x","x","","","x","x","x","","","","","x","","","x","","","","","","","","","","","","","","","","","","x","x","x","x","x","","x","","","","","","","x","","","","","","","","","","","","","","","","x","x","x","x","x","","","","","","x","","","","","","","SPARK","","","","","","x","x","","","","","","x","x","","","","",""
"116109615","04/23/2025 5:54:45 am","04/23/2025 5:58:46 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","x","x","x","x","x","x","","x","","10 - 49","10 - 19","","","","","","","","","","","","Sales","","","x","","","x","","","","","","x","","Yes, I already am","","x","x","x","x","x","","x","x","","","","","x","x","","","","","x","","","","x","","x","","","","","","","","","","","","","","","","","x","","x","x","","x","","","","","","","","","x","x","x","x","","","x","x","x","x","x","","x","x","x","x","","x","x","x","x","","","x","x","x","","","","","","","","","","","","","","x","x","x","","","x","x","x","x","x","","x","","",""
"116109285","04/23/2025 5:49:06 am","04/23/2025 5:53:45 am","Started, but not completed yet","Public Collector","-","-","Mobile","","","Yes","","","x","","","","x","","","","50 - 249","< 10","","x","","","","","","","","","","","Ground software and flight software","","x","","x","","","","","x","","","","Yes, I already am","","x","x","x","x","","","","","","","","","","","x","","","x","","x","","","x","x","x","x","x","","","","","","","","","","","","","","","","","","x","x","x","x","x","","","Eigen C++ numerical library","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","x","x","","","","","x","","","x","","","","","",""
"116107985","04/23/2025 5:25:19 am","04/23/2025 5:32:58 am","Completed","Public Collector","-","-","Desktop","","","Yes","","","x","","","","x","","","","< 10","< 10","","","","","","","","","","x","","","","","x","","x","","x","","","x","x","x","","Yes, I already am","","x","x","","x","","","","x","","","","","x","","","","","x","x","x","","","x","","","","","","","","","","","","","","","","","","","x","","x","x","","","x","","x","","","","cargo-llvm-cov, contracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","x","","","x","","","","","","x","","x","","","x","","","","","","x","x","","x","","Safety critical rust coding standards and certified tools/libraries.",""
"116107030","04/23/2025 5:08:26 am","04/23/2025 5:14:03 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","","","","","","","","1000 - 10,000","","","x","","","","","","","","","","","","","","x","","","","","","","","x","","Yes, but not I'm not yet using it","","x","x","","","","","","","","","","","","","","","","x","x","","","","x","x","x","x","","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","","","","","","x","x","x","x","x","","","","","","","","","","","","","","","","","x","","","","","","","","","","","","","x","x","","","x","x","x","","","","x","","",""
"116103736","04/23/2025 4:13:17 am","04/23/2025 4:17:38 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","","","x","","","","","","","x","","","","Yes, I already am","","x","","","","","","","","","","","x","","x","","","x","","","","","","x","x","","","","","","","","","","","","","","","","","","x","","x","","x","x","x","","","","","","","","x","","","","","","x","x","x","x","x","","","","","","","","","","","","","","","","","","","","","","","","Other","","","","x","","","","","","","","","","","","","","",""
"116103227","04/23/2025 4:03:42 am","04/23/2025 10:36:55 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","","","x","x","","","","","","x","","","","Yes, I already am","","x","","x","","","","","","","","","x","x","","","","x","","","","","","x","","","","","","","","","","","","","","","","","","","x","","x","x","x","x","x","","","","","","","","x","","","","","","x","","","","x","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","x","","","x","","","","x","","","","","","","",""
"116101076","04/23/2025 3:23:56 am","04/23/2025 4:04:40 am","Completed","Public Collector","-","-","Mobile","","","Yes","","","","x","","","","","","","1000 - 10,000","< 10","","x","","","","","","","","","","","","","","","x","","","","","","","","x","Yes, but not I'm not yet using it","","x","","x","x","x","","","x","","","","","","x","","","","","","x","Does not exist as long as known tools. Trust need to be build.","","x","x","x","x","x","","","","","","","","","","","","","","","","x","","x","","","x","","","","N/A","N/A","N/A","","","","","x","","","","","","","","","","","","","","","","","","","","x","x","x","","","","","","","","","Our own coding guidelines, based on readability","","","","","","","x","","","x","x","","","","","","","Easy reliable way of switching. Migration from C++ to Rust.","Trust and low project risk in switching"
"116100800","04/23/2025 3:19:23 am","04/23/2025 3:35:39 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","Design & implement software for automotive controllers.
Define processes & develop tooling to support Rust in our processes.","","x","x","x","","","","","x","x","","","Yes, I already am","","x","","","x","","","","x","","Many additional restrictions in C/C++ like MISRA-C are not necessary (or better integrated in the compiler/clippy if they are).
Lot less effort regarding freedom from interference.","","x","","","","x","","","x","","","","x","","x","","","","","","","","","","","","","","","","","x","","x","x","x","x","x","x","x","","","","- Argument parsing
- Parser framework
- Async runtime
- Lots of small things e.g. about byte ordering, synchronization primitives, hashing, etc.
- Logging / tracing
- Containers that really support strict allocation handling
- Serialization framework","","x","","","","","","x","","x","","x","","","","","","","","","","","","","","","","","x","","x","x","","x","","Our own based on the above","","","","","x","x","x","QNX,...","","","x","x","","x","","x","","Possibility to fulfill ISO26262 e.g. regarding coverage (MCDC)
Certified commonality crates for ASIL usecases!",""
"116100132","04/23/2025 3:09:01 am","04/23/2025 3:58:46 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","x","","","","","","","","","","","Technical lead of a development team","","x","x","x","","","","","x","x","x","","Yes, I already am","","x","x","x","x","","","x","x","","Many issues which we have in C++ are prevented in Rust during compile time.
The language and the compiler saves a lot of analysis effort which is performed manually for C++.
I think we can save a lot of maintenance and debugging effort.
Developers feel more confident if the compiler is supporting them.
Besides ownership Rust can also support in deadlock prevention.
Rust is more explicit then C++, which makes it easier to understand whats actually happening under the hood. In C++ this was a problem for many developers.","","x","","","","","x","","x","","Customers need to use multiple compilers and support multi language code base","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","","x","","Code Coverage: VectorCAST
Static Code Analysis: Bauhaus
Code Metrics: Self-made
Post Compilation Analysis: Self-made, valgrind, ...","","Many...","","x","","","","","","x","","x","","x","","","","","","","","","","","","","","","","","x","","x","","","x","","","","","","","x","","x","","","x","x","","x","","","x","","Hosting a service like crates.io company internally","MC/DC Code Coverage tooling
Static Code Analysis guidelines and tooling
Code Metrics guidelines and tooling"
"116099506","04/23/2025 2:58:41 am","04/23/2025 3:01:24 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","> 10,000","50 - 200","","","","","","","","x","","","","","Leading the SW & security strategy","","","x","","","","","","","x","x","","Yes, but not I'm not yet using it","","x","x","x","x","","x","","x","","","","x","x","","x","x","","x","x","","","","x","","x","x","x","","","","","","","","","","","","","","","x","","x","x","x","x","x","","x","","","","","","x","","","","","","","","x","","","","","","","","","","","","","","","","","","","x","","x","","x","","x","","","","","x","","x","x","","","x","x","x","x","","x","","","",""
"116099046","04/23/2025 2:51:44 am","04/23/2025 2:55:48 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","250 - 1000","20 - 49","","x","","","","","","","","","","","","","x","x","x","","","","","x","","","","Yes, I already am","","x","","x","x","","","","","","","","x","","","","","x","x","","x","","","x","","x","x","","","","","","","","","","","","","","","","x","","x","x","x","x","x","x","x","","","","","","x","","","","","","x","x","x","","","","","","","","","","","","","","","","","","","","","x","","","","","","","","","","","x","x","","","","x","","x","","","","","",""
"116098101","04/23/2025 2:34:20 am","04/23/2025 11:23:49 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","20 - 49","","","","","","","","x","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116097560","04/23/2025 2:21:21 am","04/23/2025 2:24:42 am","Completed","Public Collector","-","-","Mobile","","","Yes","","x","","x","","","","","","","< 10","< 10","","","","","","","","","","x","","","","","","x","x","","","","","","","x","","Yes, but not I'm not yet using it","","x","","x","x","","","","","","","","","","","x","","","","","","","","x","x","","","","","","","","","","","","","","","","","","x","","x","x","x","x","x","","x","","","","","","x","","","","","","x","x","x","x","x","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","x","x","x","","","x","x","x","","","","x","","",""
"116096729","04/23/2025 1:58:39 am","04/23/2025 2:04:36 am","Started, but not completed yet","Public Collector","-","-","Desktop","","","Yes","","","x","","","","","","","","< 10","< 10","","x","","","","","x","","","x","","","","","","x","","","","","","","","","x","Yes, but not I'm not yet using it","","x","x","","","","","x","x","","","","","x","","","","x","x","","","","","x","x","","","","","","","","","","","","","","","","","","","","x","x","x","x","","","x","","","","","","","x","","","","","","","","","","","","","","","","","x","x","x","","","","","","","x","","","","x","","x","","","","","","","","x","","","x","x","","","","","","","",""
"116096146","04/23/2025 1:37:27 am","04/23/2025 1:41:11 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","","","","","","","","1000 - 10,000","50 - 200","","x","","","","","","","","","","","","","","","x","","","","","","","x","x","Yes, but not I'm not yet using it","","x","","x","","","","","","","","","","x","","x","x","x","","x","","","","x","x","x","x","x","","","","","","","","","","","","","","","x","x","x","x","x","x","x","x","x","","","","","","x","","","","","","x","","x","","x","","","","","","","","","","","","","","","","","x","","x","","","","","","","","","","","","","qnx","","","","","","","","","","",""
"116096106","04/23/2025 1:36:10 am","04/23/2025 1:42:49 am","Completed","Public Collector","-","-","Desktop","","","Yes","","x","","x","x","","","","","","1000 - 10,000","20 - 49","","","x","","","","","","","","","","Safety Manager and Technical Product Manager for the safety products.","","x","x","x","","","","","x","x","x","","Yes, I already am","","x","x","x","x","","","","","Cost efficiency and it is just fun programming in Rust","Writing high-quality software for less money.","","","","","","","x","","","","","","x","","","","x","","","","","","","","","","","","","","","x","","x","","x","x","x","x","x","","VectorCAST","","serde","","x","","x","x","","","","","","","x","","","x","","","","","","","","","","x","","","","x","","x","","x","","","","","","","","","x","x","","","x","x","x","x","x","x","","","",""
